Date,DayOfWeek,Time,Computers,Silent,Quiet,Active,Other,Total,
4/29/2019,Monday,1:30 PM,22,7,25,6,3,63,
4/29/2019,Monday,2:30 PM,27,8,19,4,2,60,
4/29/2019,Monday,3:30 PM,26,8,24,0,2,60,
4/29/2019,Monday,4:30 PM,19,5,17,0,1,42,
4/29/2019,Monday,5:30 PM,16,3,14,2,0,35,
4/29/2019,Monday,6:30 PM,22,6,10,0,0,38,
4/29/2019,Monday,7:30 PM,13,5,8,0,0,26,
4/29/2019,Monday,8:30 PM,6,3,2,2,0,13,
4/30/2019,Tuesday,7:30 AM,6,1,0,0,0,7,
4/30/2019,Tuesday,8:30 AM,10,1,4,1,0,16,
4/30/2019,Tuesday,9:30 AM,16,1,10,7,2,36,
4/30/2019,Tuesday,10:30 AM,27,2,16,1,0,46,
4/30/2019,Tuesday,11:30 AM,24,6,17,1,0,48,
4/30/2019,Tuesday,12:30 PM,33,10,47,7,7,104,
4/30/2019,Tuesday,1:30 PM,19,7,15,8,0,49,
4/30/2019,Tuesday,2:30 PM,14,5,15,4,0,38,
4/30/2019,Tuesday,3:30 PM,18,3,12,4,1,38,
4/30/2019,Tuesday,4:30 PM,22,2,8,2,1,35,
4/30/2019,Tuesday,5:30 PM,17,2,13,1,0,33,
4/30/2019,Tuesday,6:30 PM,13,1,4,0,0,18,
4/30/2019,Tuesday,7:30 PM,13,2,2,0,0,17,
4/30/2019,Tuesday,8:30 PM,12,1,0,3,0,16,
5/1/2019,Wednesday,7:30 AM,1,0,1,0,2,4,
5/1/2019,Wednesday,8:30 AM,12,2,8,4,1,27,
5/1/2019,Wednesday,9:30 AM,21,4,10,4,0,39,
5/1/2019,Wednesday,10:30 AM,32,10,25,7,0,74,
5/1/2019,Wednesday,11:30 AM,37,4,31,7,0,79,
5/1/2019,Wednesday,12:30 PM,36,6,36,12,7,97,
5/1/2019,Wednesday,1:30 PM,26,8,24,1,3,62,
5/1/2019,Wednesday,2:30 PM,23,4,20,1,2,50,
5/1/2019,Wednesday,3:30 PM,40,6,21,3,2,72,
5/1/2019,Wednesday,4:30 PM,20,4,12,2,1,39,
5/1/2019,Wednesday,5:30 PM,23,4,13,3,1,44,
5/1/2019,Wednesday,6:30 PM,11,2,6,0,0,19,
5/1/2019,Wednesday,7:30 PM,13,2,8,2,0,25,
5/1/2019,Wednesday,8:30 PM,10,1,4,2,0,17,
5/2/2019,Thursday,10:30 AM,26,5,5,5,4,45,
5/2/2019,Thursday,11:30 AM,39,7,4,4,3,57,
5/2/2019,Thursday,12:30 PM,47,6,15,15,3,86,
5/2/2019,Thursday,1:30 PM,26,7,7,7,3,50,
5/2/2019,Thursday,2:30 PM,26,3,6,6,0,41,
5/2/2019,Thursday,3:30 PM,24,5,5,5,2,41,
5/2/2019,Thursday,4:30 PM,23,4,7,7,1,42,
5/2/2019,Thursday,5:30 PM,25,2,0,0,1,28,
5/2/2019,Thursday,6:30 PM,16,1,0,0,0,17,
5/2/2019,Thursday,7:30 PM,10,2,0,0,0,12,
5/2/2019,Thursday,8:30 PM,8,2,0,0,0,10,
5/3/2019,Friday,7:30 AM,4,0,3,0,0,7,
5/3/2019,Friday,9:30 AM,6,0,3,0,0,9,
5/3/2019,Friday,10:30 AM,6,1,3,1,0,11,
5/3/2019,Friday,11:30 AM,11,1,7,1,2,22,
5/3/2019,Friday,12:30 PM,15,1,6,2,2,26,
5/3/2019,Friday,1:30 PM,10,2,5,2,1,20,
5/3/2019,Friday,2:30 PM,9,1,4,0,1,15,
5/3/2019,Friday,5:30 PM,7,1,5,0,1,14,
5/3/2019,Friday,6:30 PM,7,0,4,0,0,11,
5/3/2019,Friday,8:30 PM,4,0,0,0,0,4,
5/4/2019,Saturday,9:30 AM,1,0,0,0,0,1,
5/4/2019,Saturday,10:30 AM,3,1,7,0,0,11,
5/4/2019,Saturday,12:30 PM,6,1,11,3,0,21,
5/4/2019,Saturday,1:30 PM,8,2,12,2,0,24,
5/4/2019,Saturday,2:30 PM,9,1,11,0,0,21,
5/4/2019,Saturday,3:30 PM,9,2,8,0,0,19,
5/4/2019,Saturday,4:30 PM,8,2,5,1,0,16,
5/4/2019,Saturday,5:30 PM,2,2,1,0,0,5,
5/6/2019,Monday,7:30 AM,6,1,0,0,0,7,
5/6/2019,Monday,8:30 AM,9,1,3,0,0,13,
5/6/2019,Monday,9:30 AM,13,5,9,3,1,31,
5/6/2019,Monday,10:30 AM,13,5,14,5,3,40,
5/6/2019,Monday,11:30 AM,19,9,30,4,0,62,
5/6/2019,Monday,12:30 PM,27,8,28,9,5,77,
5/6/2019,Monday,1:30 PM,35,8,33,6,3,85,
5/6/2019,Monday,2:30 PM,27,8,18,5,2,60,
5/6/2019,Monday,3:30 PM,22,5,18,4,1,50,
5/6/2019,Monday,4:30 PM,24,6,12,3,1,46,
5/6/2019,Monday,5:30 PM,27,4,18,1,0,50,
5/6/2019,Monday,6:30 PM,20,4,9,2,3,38,
5/6/2019,Monday,7:30 PM,19,5,9,5,3,41,
5/6/2019,Monday,8:30 PM,11,5,4,3,3,26,
5/7/2019,Tuesday,7:30 AM,2,1,3,0,0,6,
5/7/2019,Tuesday,8:30 AM,3,0,3,0,1,7,
5/7/2019,Tuesday,9:30 AM,12,3,17,2,2,36,
5/7/2019,Tuesday,10:30 AM,23,9,23,6,3,64,
5/7/2019,Tuesday,11:30 AM,22,5,18,9,2,56,
5/7/2019,Tuesday,12:30 PM,25,9,19,8,3,64,
5/7/2019,Tuesday,1:30 PM,18,8,34,8,2,70,
5/7/2019,Tuesday,2:30 PM,21,10,25,6,2,64,
5/7/2019,Tuesday,3:30 PM,21,8,25,9,0,63,
5/7/2019,Tuesday,4:30 PM,18,5,13,3,0,39,
5/7/2019,Tuesday,5:30 PM,23,6,11,2,1,43,
5/7/2019,Tuesday,6:30 PM,27,2,6,3,2,40,
5/7/2019,Tuesday,7:30 PM,16,0,4,0,0,20,
5/7/2019,Tuesday,8:30 PM,3,1,2,0,0,6,
5/8/2019,Wednesday,7:30 AM,2,0,0,0,0,2,
5/8/2019,Wednesday,8:30 AM,10,2,8,0,0,20,
5/8/2019,Wednesday,9:30 AM,19,5,8,2,1,35,
5/8/2019,Wednesday,10:30 AM,37,11,28,10,1,87,
5/8/2019,Wednesday,11:30 AM,23,7,17,3,2,52,
5/8/2019,Wednesday,12:30 PM,28,8,39,4,0,79,
5/8/2019,Wednesday,1:30 PM,22,5,16,5,4,52,
5/8/2019,Wednesday,2:30 PM,18,6,11,1,2,38,
5/8/2019,Wednesday,3:30 PM,13,3,8,3,0,27,
5/8/2019,Wednesday,4:30 PM,16,2,17,3,0,38,
5/8/2019,Wednesday,5:30 PM,19,4,15,4,3,45,
5/8/2019,Wednesday,6:30 PM,10,3,9,3,2,27,
5/8/2019,Wednesday,7:30 PM,12,4,11,4,2,33,
5/8/2019,Wednesday,8:30 PM,7,1,7,0,0,15,
5/9/2019,Thursday,7:30 AM,2,1,1,0,0,4,
5/9/2019,Thursday,8:30 AM,8,3,11,3,1,26,
5/9/2019,Thursday,9:30 AM,9,3,14,4,0,30,
5/9/2019,Thursday,10:30 AM,20,7,30,5,4,66,
