Semester,Date,DayOfWeek,Time,Computers,Silent,Quiet,Active,Other,Total
Fall 2019,11/21/2019,Thursday,7:30 PM,3,0,4,2,1,10
Fall 2019,11/22/2019,Friday,7:30 AM,1,0,0,0,0,1
Fall 2019,11/22/2019,Friday,9:30 AM,11,4,1,1,2,19
Fall 2019,11/22/2019,Friday,10:30 AM,15,4,2,2,0,23
Fall 2019,11/22/2019,Friday,11:30 AM,13,2,14,2,1,32
Fall 2019,11/22/2019,Friday,5:30 PM,6,3,4,5,2,20
Fall 2019,11/22/2019,Friday,6:30 PM,6,2,3,3,0,14
Fall 2019,11/23/2019,Saturday,9:30 AM,1,0,0,0,0,1
Fall 2019,11/23/2019,Saturday,10:30 AM,6,0,3,0,0,9
Fall 2019,11/23/2019,Saturday,11:30 AM,7,1,6,0,1,15
Fall 2019,11/23/2019,Saturday,12:30 PM,7,2,8,1,0,18
Fall 2019,11/23/2019,Saturday,2:30 PM,6,1,7,0,0,14
Fall 2019,11/23/2019,Saturday,3:30 PM,7,1,4,0,0,12
Fall 2019,11/23/2019,Saturday,4:30 PM,5,0,4,1,1,11
Fall 2019,11/25/2019,Monday,7:30 AM,2,0,0,0,0,2
Fall 2019,11/25/2019,Monday,8:30 AM,8,4,7,0,0,19
Fall 2019,11/25/2019,Monday,9:30 AM,16,6,10,5,0,37
Fall 2019,11/25/2019,Monday,10:30 AM,21,11,21,2,0,55
Fall 2019,11/25/2019,Monday,11:30 AM,27,7,26,2,0,62
Fall 2019,11/25/2019,Monday,12:30 PM,40,14,38,2,0,94
Fall 2019,11/25/2019,Monday,1:30 PM,24,8,11,5,3,51
Fall 2019,11/25/2019,Monday,3:30 PM,15,9,7,1,0,32
Fall 2019,11/25/2019,Monday,5:30 PM,15,6,6,6,2,35
Fall 2019,11/25/2019,Monday,6:30 PM,8,3,4,4,0,19
Fall 2019,11/25/2019,Monday,7:30 PM,5,3,11,2,0,21
Fall 2019,11/25/2019,Monday,8:30 PM,2,1,5,1,0,9
Fall 2019,11/26/2019,Tuesday,7:30 AM,1,1,0,0,0,2
Fall 2019,11/26/2019,Tuesday,8:30 AM,3,2,4,7,0,16
Fall 2019,11/26/2019,Tuesday,9:30 AM,20,7,8,0,1,36
Fall 2019,11/26/2019,Tuesday,10:30 AM,18,5,17,4,0,44
Fall 2019,11/26/2019,Tuesday,11:30 AM,26,8,13,4,3,54
Fall 2019,11/26/2019,Tuesday,12:30 PM,26,8,23,6,2,65
Fall 2019,11/26/2019,Tuesday,1:30 PM,24,5,7,3,3,42
Fall 2019,11/26/2019,Tuesday,6:30 PM,10,4,6,0,0,20
Fall 2019,12/2/2019,Monday,7:30 AM,2,0,0,0,0,2
Fall 2019,12/2/2019,Monday,8:30 AM,13,4,4,0,0,21
Fall 2019,12/2/2019,Monday,10:30 AM,33,6,29,4,0,72
Fall 2019,12/2/2019,Monday,11:30 AM,38,9,21,8,0,76
Fall 2019,12/2/2019,Monday,12:30 PM,53,13,46,7,0,119
Fall 2019,12/2/2019,Monday,1:30 PM,19,10,15,9,1,54
Fall 2019,12/2/2019,Monday,2:30 PM,19,5,16,14,0,54
Fall 2019,12/2/2019,Monday,3:30 PM,27,8,14,6,3,58
Fall 2019,12/2/2019,Monday,5:30 PM,13,5,21,13,3,55
Fall 2019,12/2/2019,Monday,6:30 PM,18,2,14,9,2,45
Fall 2019,12/2/2019,Monday,7:30 PM,6,5,12,6,0,29
Fall 2019,12/3/2019,Tuesday,7:30 AM,1,0,0,0,0,1
Fall 2019,12/3/2019,Tuesday,8:30 AM,14,2,11,1,2,30
Fall 2019,12/3/2019,Tuesday,9:30 AM,27,8,23,3,2,63
Fall 2019,12/3/2019,Tuesday,11:30 AM,23,9,17,1,0,50
Fall 2019,12/3/2019,Tuesday,1:30 PM,26,7,30,9,3,75
Fall 2019,12/3/2019,Tuesday,1:30 PM,17,9,19,2,0,47
Fall 2019,12/3/2019,Tuesday,3:30 PM,22,4,17,1,2,46
Fall 2019,12/3/2019,Tuesday,6:30 PM,14,9,25,3,0,51
Fall 2019,12/3/2019,Tuesday,8:30 PM,11,5,6,0,0,22
Fall 2019,12/4/2019,Wednesday,7:30 AM,3,1,0,0,0,4
Fall 2019,12/4/2019,Wednesday,8:30 AM,14,2,9,1,0,26
Fall 2019,12/4/2019,Wednesday,9:30 AM,27,6,15,6,3,57
Fall 2019,12/4/2019,Wednesday,10:30 AM,37,6,22,6,0,71
Fall 2019,12/4/2019,Wednesday,11:30 AM,34,9,26,7,1,77
Fall 2019,12/4/2019,Wednesday,12:30 PM,40,6,66,18,6,136
Fall 2019,12/4/2019,Wednesday,1:30 PM,21,5,23,6,0,55
Fall 2019,12/4/2019,Wednesday,2:30 PM,22,7,12,3,0,44
Fall 2019,12/4/2019,Wednesday,5:30 PM,20,6,18,4,0,48
Fall 2019,12/4/2019,Wednesday,6:30 PM,17,4,10,2,1,34
Fall 2019,12/4/2019,Wednesday,7:30 PM,11,5,5,2,1,24
Fall 2019,12/5/2019,Thursday,7:30 AM,0,0,0,0,0,0
Fall 2019,12/5/2019,Thursday,9:30 AM,14,4,5,4,0,27
Fall 2019,12/5/2019,Thursday,10:30 AM,23,11,25,7,0,66
Fall 2019,12/5/2019,Thursday,11:30 AM,26,10,28,4,1,69
Fall 2019,12/5/2019,Thursday,12:30 PM,34,12,32,7,0,85
Fall 2019,12/5/2019,Thursday,1:30 PM,18,8,20,4,1,51
Fall 2019,12/5/2019,Thursday,2:30 PM,21,5,15,3,1,45
Fall 2019,12/5/2019,Thursday,3:30 PM,19,6,15,6,1,47
Fall 2019,12/5/2019,Thursday,4:30 PM,20,4,19,2,0,45
Fall 2019,12/5/2019,Thursday,5:30 PM,22,8,13,2,2,47
Fall 2019,12/5/2019,Thursday,6:30 PM,9,5,11,3,0,28
Fall 2019,12/5/2019,Thursday,7:30 PM,11,4,5,3,0,23
Fall 2019,12/5/2019,Thursday,8:30 PM,9,2,7,0,0,18
Fall 2019,12/6/2019,Friday,7:30 AM,0,0,0,0,0,0
Fall 2019,12/6/2019,Friday,8:30 AM,6,2,2,0,0,10
Fall 2019,12/6/2019,Friday,9:30 AM,2,1,4,1,0,8
Fall 2019,12/6/2019,Friday,10:30 AM,10,1,8,1,0,20
Fall 2019,12/6/2019,Friday,11:30 AM,9,2,7,1,1,20
Fall 2019,12/6/2019,Friday,11:30 AM,4,1,3,0,1,9
Fall 2019,12/6/2019,Friday,12:30 PM,9,2,8,2,0,21
Fall 2019,12/6/2019,Friday,6:30 PM,8,2,16,1,1,28
Fall 2019,12/6/2019,Friday,7:30 PM,4,0,6,0,0,10
Fall 2019,12/6/2019,Friday,8:30 PM,5,1,2,1,0,9
Fall 2019,12/7/2019,Saturday,9:30 AM,1,0,0,0,0,1
Fall 2019,12/7/2019,Saturday,10:30 AM,4,0,0,0,0,4
Fall 2019,12/7/2019,Saturday,11:30 AM,3,1,0,0,0,4
Fall 2019,12/7/2019,Saturday,12:30 PM,7,2,4,1,0,14
Fall 2019,12/7/2019,Saturday,1:30 PM,4,2,3,0,0,9
Fall 2019,12/7/2019,Saturday,3:30 PM,5,2,2,5,0,14
Fall 2019,12/7/2019,Saturday,4:30 PM,6,1,0,4,0,11
Fall 2019,12/9/2019,Monday,7:30 AM,3,0,2,0,1,6
Fall 2019,12/9/2019,Monday,8:30 AM,10,1,4,0,0,15
Fall 2019,12/9/2019,Monday,10:30 AM,30,4,18,10,0,62
Fall 2019,12/9/2019,Monday,12:30 PM,26,8,20,6,0,60
Fall 2019,12/9/2019,Monday,1:30 PM,24,10,25,11,5,75
Fall 2019,12/9/2019,Monday,2:30 PM,18,8,13,7,0,46
Fall 2019,12/9/2019,Monday,3:30 PM,15,5,9,4,0,33
Fall 2019,12/9/2019,Monday,4:30 PM,22,5,20,8,1,56
Fall 2019,12/9/2019,Monday,5:30 PM,24,7,25,5,2,63
Fall 2019,12/9/2019,Monday,6:30 PM,11,4,17,6,2,40
Fall 2019,12/9/2019,Monday,7:30 PM,17,3,5,4,2,31
Fall 2019,12/9/2019,Monday,8:30 PM,14,3,5,4,0,26
Fall 2019,12/10/2019,Tuesday,7:30 AM,2,0,1,0,2,5
Fall 2019,12/10/2019,Tuesday,8:30 AM,7,2,6,0,0,15
Fall 2019,12/10/2019,Tuesday,9:30 AM,11,6,9,2,0,28
Fall 2019,12/10/2019,Tuesday,10:30 AM,15,7,22,3,0,47
Fall 2019,12/10/2019,Tuesday,11:30 AM,11,5,18,9,8,51
Fall 2019,12/10/2019,Tuesday,12:30 PM,16,4,20,8,2,50
Fall 2019,12/10/2019,Tuesday,1:30 PM,18,2,22,8,2,52
Fall 2019,12/10/2019,Tuesday,2:30 PM,22,5,18,5,2,52
Fall 2019,12/10/2019,Tuesday,3:30 PM,14,5,18,7,2,46
Fall 2019,12/10/2019,Tuesday,4:30 PM,17,5,18,6,3,49
Fall 2019,12/10/2019,Tuesday,6:30 PM,12,6,10,7,0,35
Fall 2019,12/10/2019,Tuesday,7:30 PM,12,3,9,3,0,27
Fall 2019,12/11/2019,Wednesday,7:30 AM,3,0,1,0,0,4
Fall 2019,12/11/2019,Wednesday,8:30 AM,15,6,7,2,1,31
Fall 2019,12/11/2019,Wednesday,9:30 AM,18,9,8,1,0,36
Fall 2019,12/11/2019,Wednesday,11:30 AM,18,7,28,0,1,54
Fall 2019,12/11/2019,Wednesday,1:30 PM,19,8,11,11,1,50
Fall 2019,12/11/2019,Wednesday,2:30 PM,15,3,11,6,1,36
Fall 2019,12/11/2019,Wednesday,6:30 PM,10,10,6,3,0,29
Fall 2019,12/11/2019,Wednesday,7:30 PM,7,4,5,3,1,20
Fall 2019,12/11/2019,Wednesday,8:30 PM,4,5,1,2,0,12
Fall 2019,12/12/2019,Thursday,7:30 AM,2,0,0,0,0,2
Fall 2019,12/12/2019,Thursday,8:30 AM,15,2,9,2,0,28
Fall 2019,12/12/2019,Thursday,9:30 AM,20,3,7,7,0,37
Fall 2019,12/12/2019,Thursday,10:30 AM,22,6,20,3,0,51
Fall 2019,12/12/2019,Thursday,11:30 AM,24,10,15,6,0,55
Fall 2019,12/12/2019,Thursday,12:30 PM,28,8,17,5,3,61
Fall 2019,12/12/2019,Thursday,1:30 PM,10,3,9,1,0,23
Fall 2019,12/12/2019,Thursday,2:30 PM,6,2,11,2,0,21
Fall 2019,12/12/2019,Thursday,3:30 PM,14,2,12,1,1,30
Fall 2019,12/12/2019,Thursday,5:30 PM,14,1,3,3,1,22
Fall 2019,12/12/2019,Thursday,6:30 PM,10,1,6,1,1,19
Fall 2019,12/12/2019,Thursday,7:30 PM,6,1,3,0,0,10
Fall 2019,12/12/2019,Thursday,8:30 PM,3,0,1,0,0,4
Fall 2019,12/13/2019,Friday,7:30 AM,1,0,0,0,0,1
Fall 2019,12/13/2019,Friday,8:30 AM,2,1,1,0,0,4
Fall 2019,12/13/2019,Friday,9:30 AM,6,1,2,0,1,10
Fall 2019,12/13/2019,Friday,11:30 AM,5,0,9,0,1,15
Fall 2019,12/13/2019,Friday,12:30 PM,4,0,7,0,3,14
Fall 2019,12/13/2019,Friday,12:30 PM,2,0,2,0,1,5
Fall 2019,12/13/2019,Friday,5:30 PM,3,0,1,0,0,4
Fall 2019,12/13/2019,Friday,6:30 PM,4,1,2,0,0,7
Fall 2019,12/13/2019,Friday,7:30 PM,3,1,1,0,0,5
Fall 2019,12/13/2019,Friday,8:30 PM,1,0,0,0,0,1
Fall 2019,12/14/2019,Saturday,10:30 AM,2,0,0,0,0,2
Fall 2019,12/14/2019,Saturday,11:30 AM,3,0,0,0,0,3
Fall 2019,12/14/2019,Saturday,12:30 PM,2,2,0,0,0,4
Fall 2019,12/14/2019,Saturday,1:30 PM,2,2,1,0,0,5
Fall 2019,12/14/2019,Saturday,2:30 PM,3,1,2,0,0,6
Fall 2019,12/14/2019,Saturday,3:30 PM,1,1,1,0,0,3
Fall 2019,12/14/2019,Saturday,4:30 PM,0,1,2,0,0,3
Fall 2019,12/14/2019,Saturday,5:30 PM,0,1,0,0,1,2
Winter Intersession 2019,12/16/2019,Monday,7:30 AM,1,0,0,0,0,1
Winter Intersession 2019,12/16/2019,Monday,8:30 AM,3,0,0,0,0,3
Winter Intersession 2019,12/16/2019,Monday,9:30 AM,10,0,2,0,0,12
Winter Intersession 2019,12/16/2019,Monday,10:30 AM,6,0,0,2,0,8
Winter Intersession 2019,12/16/2019,Monday,11:30 AM,6,0,0,0,0,6
Winter Intersession 2019,12/16/2019,Monday,12:30 PM,7,0,0,0,0,7
Winter Intersession 2019,12/16/2019,Monday,1:30 PM,4,0,1,0,0,5
Winter Intersession 2019,12/16/2019,Monday,4:30 PM,3,0,1,1,0,5
Winter Intersession 2019,12/17/2019,Tuesday,7:30 AM,1,0,0,0,0,1
Winter Intersession 2019,12/17/2019,Tuesday,8:30 AM,4,0,0,0,0,4
Winter Intersession 2019,12/17/2019,Tuesday,9:30 AM,2,0,1,0,0,3
Winter Intersession 2019,12/17/2019,Tuesday,10:30 AM,5,0,0,0,0,5
Winter Intersession 2019,12/17/2019,Tuesday,12:30 PM,6,0,0,0,0,6
Winter Intersession 2019,12/17/2019,Tuesday,1:30 PM,5,2,2,0,0,9
Winter Intersession 2019,12/17/2019,Tuesday,4:30 PM,3,1,1,1,0,6
Winter Intersession 2019,12/18/2019,Wednesday,7:30 AM,1,0,0,0,0,1
Winter Intersession 2019,12/18/2019,Wednesday,10:30 AM,2,0,0,0,0,2
Winter Intersession 2019,12/18/2019,Wednesday,12:30 PM,6,0,0,0,0,6
Winter Intersession 2019,12/18/2019,Wednesday,1:30 PM,4,0,0,2,0,6
Winter Intersession 2019,12/18/2019,Wednesday,3:30 PM,0,2,0,1,0,3
Winter Intersession 2019,12/18/2019,Wednesday,4:30 PM,1,2,1,1,1,6
Winter Intersession 2019,12/19/2019,Thursday,7:30 AM,0,0,0,0,0,0
Winter Intersession 2019,12/19/2019,Thursday,8:30 AM,1,0,0,0,0,1
Winter Intersession 2019,12/19/2019,Thursday,12:30 PM,5,0,0,0,0,5
Winter Intersession 2019,12/19/2019,Thursday,1:30 PM,2,0,2,0,0,4
Winter Intersession 2019,12/20/2019,Friday,8:30 AM,3,0,0,0,0,3
Winter Intersession 2019,12/20/2019,Friday,9:30 AM,3,0,0,0,0,3
Winter Intersession 2019,12/20/2019,Friday,10:30 AM,3,0,0,0,0,3
Winter Intersession 2019,12/20/2019,Friday,11:30 AM,1,0,0,0,0,1
Winter Intersession 2019,12/20/2019,Friday,12:30 PM,3,0,0,0,0,3
Winter Intersession 2019,12/20/2019,Friday,1:30 PM,5,0,0,0,0,5
Winter Intersession 2019,12/20/2019,Friday,2:30 PM,1,0,0,0,0,1
Winter Intersession 2019,12/20/2019,Friday,3:30 PM,0,1,0,0,0,1
Winter Intersession 2019,1/2/2020,Thursday,7:30 AM,0,0,0,0,0,0
Winter Intersession 2019,1/2/2020,Thursday,8:30 AM,1,0,0,0,0,1
Winter Intersession 2019,1/2/2020,Thursday,9:30 AM,3,0,0,0,0,3
Winter Intersession 2019,1/2/2020,Thursday,10:30 AM,2,0,2,0,0,4
Winter Intersession 2019,1/3/2020,Friday,7:30 AM,1,0,0,0,0,1
Winter Intersession 2019,1/3/2020,Friday,8:30 AM,2,0,0,0,0,2
Winter Intersession 2019,1/3/2020,Friday,9:30 AM,4,0,0,0,0,4
Winter Intersession 2019,1/3/2020,Friday,10:30 AM,5,0,1,0,0,6
Winter Intersession 2019,1/3/2020,Friday,11:30 AM,3,0,1,0,0,4
Winter Intersession 2019,1/3/2020,Friday,12:30 PM,4,0,1,0,0,5
Winter Intersession 2019,1/3/2020,Friday,1:30 PM,3,0,1,0,0,4
Winter Intersession 2019,1/6/2020,Monday,7:30 AM,1,0,0,0,0,1
Winter Intersession 2019,1/6/2020,Monday,8:30 AM,2,1,1,0,0,4
Winter Intersession 2019,1/6/2020,Monday,9:30 AM,3,1,3,0,0,7
Winter Intersession 2019,1/6/2020,Monday,10:30 AM,9,2,2,1,0,14
Winter Intersession 2019,1/6/2020,Monday,11:30 AM,7,0,2,0,0,9
Winter Intersession 2019,1/6/2020,Monday,12:30 PM,5,1,3,2,0,11
Winter Intersession 2019,1/6/2020,Monday,2:30 PM,8,0,4,0,0,12
Winter Intersession 2019,1/6/2020,Monday,2:30 PM,5,1,2,1,0,9
Winter Intersession 2019,1/6/2020,Monday,3:30 PM,9,1,1,1,0,12
Winter Intersession 2019,1/7/2020,Tuesday,7:30 AM,0,0,0,0,0,0
Winter Intersession 2019,1/7/2020,Tuesday,9:30 AM,5,1,0,0,0,6
Winter Intersession 2019,1/7/2020,Tuesday,10:30 AM,2,2,0,0,0,4
Winter Intersession 2019,1/7/2020,Tuesday,11:30 AM,3,2,1,0,0,6
Winter Intersession 2019,1/7/2020,Tuesday,12:30 PM,6,2,1,0,0,9
Winter Intersession 2019,1/7/2020,Tuesday,1:30 PM,12,2,2,0,0,16
Winter Intersession 2019,1/7/2020,Tuesday,2:30 PM,2,1,5,0,0,8
Winter Intersession 2019,1/7/2020,Tuesday,3:30 PM,5,1,1,1,0,8
Winter Intersession 2019,1/7/2020,Tuesday,5:30 PM,6,1,0,0,0,7
Winter Intersession 2019,1/8/2020,Wednesday,7:30 AM,2,0,0,0,0,2
Winter Intersession 2019,1/8/2020,Wednesday,8:30 AM,1,1,2,0,0,4
Winter Intersession 2019,1/8/2020,Wednesday,9:30 AM,3,1,0,0,0,4
Winter Intersession 2019,1/8/2020,Wednesday,10:30 AM,9,1,1,0,0,11
Winter Intersession 2019,1/8/2020,Wednesday,11:30 AM,8,3,0,0,1,12
Winter Intersession 2019,1/8/2020,Wednesday,12:30 PM,12,1,1,0,0,14
Winter Intersession 2019,1/8/2020,Wednesday,2:30 PM,11,2,4,2,0,19
Winter Intersession 2019,1/8/2020,Wednesday,3:30 PM,6,2,2,4,0,14
Winter Intersession 2019,1/8/2020,Wednesday,4:30 PM,8,1,1,3,0,13
Winter Intersession 2019,1/8/2020,Wednesday,5:30 PM,3,1,1,0,0,5
Winter Intersession 2019,1/9/2020,Thursday,7:30 AM,0,0,0,0,0,0
Winter Intersession 2019,1/9/2020,Thursday,8:30 AM,2,0,1,0,2,5
Winter Intersession 2019,1/9/2020,Thursday,9:30 AM,4,1,2,0,0,7
Winter Intersession 2019,1/9/2020,Thursday,10:30 AM,6,2,2,0,1,11
Winter Intersession 2019,1/9/2020,Thursday,12:30 PM,3,0,2,0,0,5
Winter Intersession 2019,1/9/2020,Thursday,1:30 PM,2,1,2,0,0,5
Winter Intersession 2019,1/9/2020,Thursday,2:30 PM,6,0,3,0,0,9
Winter Intersession 2019,1/9/2020,Thursday,3:30 PM,10,0,1,0,0,11
Winter Intersession 2019,1/9/2020,Thursday,4:30 PM,4,1,1,1,0,7
Winter Intersession 2019,1/9/2020,Thursday,5:30 PM,5,0,0,0,0,5
Winter Intersession 2019,1/10/2020,Friday,7:30 AM,1,0,0,0,0,1
Winter Intersession 2019,1/10/2020,Friday,8:30 AM,7,0,0,0,0,7
Winter Intersession 2019,1/10/2020,Friday,9:30 AM,5,0,0,0,2,7
Winter Intersession 2019,1/10/2020,Friday,10:30 AM,8,1,2,0,0,11
Winter Intersession 2019,1/10/2020,Friday,11:30 AM,5,0,1,2,1,9
Winter Intersession 2019,1/10/2020,Friday,12:30 PM,13,0,1,0,0,14
Winter Intersession 2019,1/10/2020,Friday,1:30 PM,11,0,3,0,0,14
Winter Intersession 2019,1/10/2020,Friday,1:30 PM,11,0,3,0,0,14
Winter Intersession 2019,1/10/2020,Friday,2:30 PM,7,0,2,2,1,12
Winter Intersession 2019,1/10/2020,Friday,3:30 PM,2,0,1,2,0,5
Winter Intersession 2019,1/10/2020,Friday,4:30 PM,4,1,0,0,0,5
Spring 2020,1/13/2020,Monday,8:30 AM,9,1,2,2,3,17
Spring 2020,1/13/2020,Monday,9:30 AM,12,5,8,1,3,29
Spring 2020,1/13/2020,Monday,10:30 AM,15,8,14,0,5,42
Spring 2020,1/13/2020,Monday,11:30 AM,17,2,17,0,0,36
Spring 2020,1/13/2020,Monday,1:30 PM,22,3,22,3,0,50
Spring 2020,1/13/2020,Monday,1:30 PM,23,3,18,4,2,50
Spring 2020,1/13/2020,Monday,2:30 PM,16,4,15,2,4,41
Spring 2020,1/13/2020,Monday,3:30 PM,12,3,8,3,5,31
Spring 2020,1/13/2020,Monday,4:30 PM,15,5,9,4,3,36
Spring 2020,1/13/2020,Monday,5:30 PM,6,4,11,1,0,22
Spring 2020,1/13/2020,Monday,5:30 PM,9,0,0,0,0,9
Spring 2020,1/13/2020,Monday,6:30 PM,7,1,3,1,0,12
Spring 2020,1/13/2020,Monday,7:30 PM,7,0,0,1,0,8
Spring 2020,1/14/2020,Tuesday,7:30 AM,0,0,0,0,3,3
Spring 2020,1/14/2020,Tuesday,8:30 AM,6,3,3,1,1,14
Spring 2020,1/14/2020,Tuesday,9:30 AM,10,3,9,4,0,26
Spring 2020,1/14/2020,Tuesday,10:30 AM,19,2,10,7,3,41
Spring 2020,1/14/2020,Tuesday,11:30 AM,19,4,15,3,4,45
Spring 2020,1/14/2020,Tuesday,12:30 PM,42,4,36,6,0,88
Spring 2020,1/14/2020,Tuesday,1:30 PM,28,4,15,2,0,49
Spring 2020,1/14/2020,Tuesday,5:30 PM,11,2,10,1,0,24
Spring 2020,1/14/2020,Tuesday,6:30 PM,11,2,1,1,0,15
Spring 2020,1/14/2020,Tuesday,7:30 PM,7,3,3,0,0,13
Spring 2020,1/14/2020,Tuesday,8:30 PM,7,2,1,0,0,10
Spring 2020,1/15/2020,Wednesday,7:30 AM,1,1,0,0,0,2
Spring 2020,1/15/2020,Wednesday,8:30 AM,11,1,2,0,0,14
Spring 2020,1/15/2020,Wednesday,10:30 AM,21,5,19,1,0,46
Spring 2020,1/15/2020,Wednesday,12:30 PM,12,38,42,5,4,101
Spring 2020,1/15/2020,Wednesday,1:30 PM,12,3,16,4,1,36
Spring 2020,1/15/2020,Wednesday,6:30 PM,8,3,5,0,0,16
Spring 2020,1/16/2020,Thursday,7:30 AM,0,0,0,0,0,0
Spring 2020,1/16/2020,Thursday,8:30 AM,7,0,4,0,1,12
Spring 2020,1/16/2020,Thursday,9:30 AM,7,2,11,1,0,21
Spring 2020,1/16/2020,Thursday,10:30 AM,14,1,11,0,0,26
Spring 2020,1/16/2020,Thursday,11:30 AM,17,5,27,1,0,50
Spring 2020,1/16/2020,Thursday,12:30 PM,28,11,47,4,1,91
Spring 2020,1/16/2020,Thursday,1:30 PM,17,7,24,0,0,48
Spring 2020,1/16/2020,Thursday,2:30 PM,20,9,15,2,0,46
Spring 2020,1/16/2020,Thursday,3:30 PM,15,7,9,3,0,34
Spring 2020,1/16/2020,Thursday,4:30 PM,23,3,16,1,3,46
Spring 2020,1/16/2020,Thursday,5:30 PM,12,3,13,2,3,33
Spring 2020,1/16/2020,Thursday,7:30 PM,14,1,5,2,0,22
Spring 2020,1/16/2020,Thursday,8:30 PM,10,1,1,1,0,13
Spring 2020,1/17/2020,Friday,7:30 AM,1,0,0,0,1,2
Spring 2020,1/17/2020,Friday,8:30 AM,4,1,3,0,1,9
Spring 2020,1/17/2020,Friday,10:30 AM,7,2,12,1,0,22
Spring 2020,1/17/2020,Friday,1:30 PM,11,4,6,2,3,26
Spring 2020,1/17/2020,Friday,2:30 PM,11,1,9,0,0,21
Spring 2020,1/17/2020,Friday,3:30 PM,5,3,9,1,0,18
Spring 2020,1/17/2020,Friday,4:30 PM,8,1,7,2,0,18
Spring 2020,1/17/2020,Friday,7:30 PM,2,3,3,2,0,10
Spring 2020,1/17/2020,Friday,8:30 PM,0,1,1,1,0,3
Spring 2020,1/18/2020,Saturday,2:30 PM,9,2,5,0,0,16
Spring 2020,1/18/2020,Saturday,3:30 PM,10,4,6,0,0,20
Spring 2020,1/18/2020,Saturday,4:30 PM,13,4,5,0,0,22
Spring 2020,1/21/2020,Tuesday,7:30 AM,2,0,2,0,0,4
Spring 2020,1/21/2020,Tuesday,8:30 AM,7,0,3,0,0,10
Spring 2020,1/21/2020,Tuesday,9:30 AM,13,4,14,3,5,39
Spring 2020,1/21/2020,Tuesday,10:30 AM,23,6,15,6,0,50
Spring 2020,1/21/2020,Tuesday,1:30 PM,27,13,26,5,0,71
Spring 2020,1/21/2020,Tuesday,5:30 PM,24,4,11,5,3,47
Spring 2020,1/21/2020,Tuesday,6:30 PM,11,2,8,3,0,24
Spring 2020,1/21/2020,Tuesday,7:30 PM,10,3,11,0,0,24
Spring 2020,1/21/2020,Tuesday,8:30 PM,11,0,7,2,0,20
Spring 2020,1/22/2020,Wednesday,7:30 AM,1,0,1,0,0,2
Spring 2020,1/22/2020,Wednesday,8:30 AM,8,2,4,0,2,16
Spring 2020,1/22/2020,Wednesday,9:30 AM,16,4,13,5,2,40
Spring 2020,1/22/2020,Wednesday,10:30 AM,19,8,20,5,0,52
Spring 2020,1/22/2020,Wednesday,11:30 AM,19,4,29,0,0,52
Spring 2020,1/22/2020,Wednesday,12:30 PM,50,13,48,7,0,118
Spring 2020,1/22/2020,Wednesday,1:30 PM,16,5,19,6,3,49
Spring 2020,1/22/2020,Wednesday,2:30 PM,20,7,15,9,3,54
Spring 2020,1/22/2020,Wednesday,3:30 PM,15,4,16,7,2,44
Spring 2020,1/22/2020,Wednesday,5:30 PM,18,2,14,2,0,36
Spring 2020,1/22/2020,Wednesday,6:30 PM,7,4,9,0,0,20
Spring 2020,1/22/2020,Wednesday,7:30 PM,7,4,7,2,0,20
Spring 2020,1/22/2020,Wednesday,8:30 PM,2,4,1,2,0,9
Spring 2020,1/23/2020,Thursday,7:30 AM,4,0,0,0,0,4
Spring 2020,1/23/2020,Thursday,8:30 AM,5,3,1,5,0,14
Spring 2020,1/23/2020,Thursday,9:30 AM,10,3,13,7,2,35
Spring 2020,1/23/2020,Thursday,11:30 AM,26,5,18,4,0,53
Spring 2020,1/23/2020,Thursday,12:30 PM,43,6,27,5,0,81
Spring 2020,1/23/2020,Thursday,1:30 PM,17,7,8,3,0,35
Spring 2020,1/23/2020,Thursday,3:30 PM,10,7,19,10,0,46
Spring 2020,1/23/2020,Thursday,4:30 PM,10,3,18,7,0,38
Spring 2020,1/23/2020,Thursday,6:30 PM,10,3,16,4,1,34
Spring 2020,1/23/2020,Thursday,7:30 PM,15,2,5,1,0,23
Spring 2020,1/23/2020,Thursday,8:30 PM,14,3,3,2,0,22
Spring 2020,1/24/2020,Friday,7:30 AM,1,0,0,0,0,1
Spring 2020,1/24/2020,Friday,8:30 AM,3,0,2,0,0,5
Spring 2020,1/24/2020,Friday,9:30 AM,5,0,7,0,0,12
Spring 2020,1/24/2020,Friday,10:30 AM,7,2,6,1,0,16
Spring 2020,1/24/2020,Friday,11:30 AM,12,1,6,3,6,28
Spring 2020,1/24/2020,Friday,12:30 PM,11,4,4,4,1,24
Spring 2020,1/24/2020,Friday,5:30 PM,14,1,5,5,0,25
Spring 2020,1/24/2020,Friday,6:30 PM,11,1,8,5,0,25
Spring 2020,1/24/2020,Friday,7:30 PM,7,1,8,2,0,18
Spring 2020,1/25/2020,Saturday,9:30 AM,0,0,0,2,0,2
Spring 2020,1/25/2020,Saturday,10:30 AM,0,2,2,0,0,4
Spring 2020,1/25/2020,Saturday,11:30 AM,7,3,2,0,1,13
Spring 2020,1/25/2020,Saturday,12:30 PM,7,4,4,0,3,18
Spring 2020,1/25/2020,Saturday,2:30 PM,7,7,9,2,1,26
Spring 2020,1/27/2020,Monday,10:30 AM,18,7,22,4,2,53
Spring 2020,1/27/2020,Monday,11:30 AM,20,8,17,1,0,46
Spring 2020,1/27/2020,Monday,12:30 PM,42,13,36,5,0,96
Spring 2020,1/27/2020,Monday,1:30 PM,23,9,20,9,0,61
